audio_id,file_name,instrument_label,instrument_family,source_dataset,performing_style,sample_rate,duration,bit_depth,channels,license,path,notes
dan_Tranh_027,B3_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,8.742312925170069,16,1,free,dataset_clean/dan_Tranh_027.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_028,B4_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,9.346031746031747,16,1,free,dataset_clean/dan_Tranh_028.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_029,C#2_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,7.859954648526077,16,1,free,dataset_clean/dan_Tranh_029.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_030,C#3_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,6.884716553287982,16,1,free,dataset_clean/dan_Tranh_030.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_031,C#4_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,5.2128798185941045,16,1,free,dataset_clean/dan_Tranh_031.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_032,D#2_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,6.768616780045352,16,1,free,dataset_clean/dan_Tranh_032.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_033,D#3_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,6.060408163265306,16,1,free,dataset_clean/dan_Tranh_033.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_034,D#4_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,7.08907029478458,16,1,free,dataset_clean/dan_Tranh_034.wav,Đoạn cắt thứ 1 trên 2 đoạn của file gốc (3-10s)
dan_Tranh_035,D#4_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,3.0,16,1,free,dataset_clean/dan_Tranh_035.wav,Đoạn cắt thứ 2 trên 2 đoạn của file gốc (3-10s)
dan_Tranh_036,F#2_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,7.732244897959184,16,1,free,dataset_clean/dan_Tranh_036.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_037,F#3_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,8.452063492063493,16,1,free,dataset_clean/dan_Tranh_037.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_038,F#4_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,6.3854875283446715,16,1,free,dataset_clean/dan_Tranh_038.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_039,G#2_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,5.328979591836735,16,1,free,dataset_clean/dan_Tranh_039.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_040,G#3_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,6.977596371882086,16,1,free,dataset_clean/dan_Tranh_040.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_041,G#4_Trem_1.wav,dan_tranh,string,VCSL,tremolo,44100,8.719092970521542,16,1,free,dataset_clean/dan_Tranh_041.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_042,B1_vib_ff_1.wav,dan_tranh,string,VCSL,vibrato,44100,3.332063492063492,16,1,free,dataset_clean/dan_Tranh_042.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_043,B1_vib_mf_1.wav,dan_tranh,string,VCSL,vibrato,44100,3.1463038548752835,16,1,free,dataset_clean/dan_Tranh_043.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_044,B2_vib_mf_1.wav,dan_tranh,string,VCSL,vibrato,44100,3.1463038548752835,16,1,free,dataset_clean/dan_Tranh_044.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_045,C#2_vib_mf_1.wav,dan_tranh,string,VCSL,vibrato,44100,4.005442176870749,16,1,free,dataset_clean/dan_Tranh_045.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_046,D#3_vib_mf_1.wav,dan_tranh,string,VCSL,vibrato,44100,4.005442176870749,16,1,free,dataset_clean/dan_Tranh_046.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_047,G#2_vib_ff_1.wav,dan_tranh,string,VCSL,vibrato,44100,3.541043083900227,16,1,free,dataset_clean/dan_Tranh_047.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_048,G#2_vib_mf_1.wav,dan_tranh,string,VCSL,vibrato,44100,3.4249433106575964,16,1,free,dataset_clean/dan_Tranh_048.wav,Đoạn cắt thứ 1 trên 1 đoạn của file gốc (3-10s)
dan_Tranh_049,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_049.wav,Đoạn cắt thứ 1 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_050,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_050.wav,Đoạn cắt thứ 2 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_051,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_051.wav,Đoạn cắt thứ 3 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_052,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_052.wav,Đoạn cắt thứ 4 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_053,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_053.wav,Đoạn cắt thứ 5 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_054,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_054.wav,Đoạn cắt thứ 6 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_055,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_055.wav,Đoạn cắt thứ 7 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_056,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_056.wav,Đoạn cắt thứ 8 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_057,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_057.wav,Đoạn cắt thứ 9 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_058,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_058.wav,Đoạn cắt thứ 10 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_059,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_059.wav,Đoạn cắt thứ 11 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_060,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_060.wav,Đoạn cắt thứ 12 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_061,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_061.wav,Đoạn cắt thứ 13 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_062,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_062.wav,Đoạn cắt thứ 14 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_063,MỘT BẢN ĐỘC TẤU ĐÀN TRANH ｜ A SOLO ON THE DAN TRANH #hocdanonline #traditionalinstruments.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,9.606167800453514,16,1,free,dataset_clean/dan_Tranh_063.wav,Đoạn cắt thứ 15 trên 15 đoạn của file gốc (3-10s)
dan_Tranh_064,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_064.wav,Đoạn cắt thứ 1 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_065,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_065.wav,Đoạn cắt thứ 2 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_066,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_066.wav,Đoạn cắt thứ 3 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_067,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_067.wav,Đoạn cắt thứ 4 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_068,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_068.wav,Đoạn cắt thứ 5 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_069,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_069.wav,Đoạn cắt thứ 6 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_070,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_070.wav,Đoạn cắt thứ 7 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_071,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_071.wav,Đoạn cắt thứ 8 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_072,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_072.wav,Đoạn cắt thứ 9 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_073,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_073.wav,Đoạn cắt thứ 10 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_074,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_074.wav,Đoạn cắt thứ 11 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_075,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_075.wav,Đoạn cắt thứ 12 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_076,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_076.wav,Đoạn cắt thứ 13 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_077,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_077.wav,Đoạn cắt thứ 14 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_078,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_078.wav,Đoạn cắt thứ 15 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_079,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_079.wav,Đoạn cắt thứ 16 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_080,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_080.wav,Đoạn cắt thứ 17 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_081,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_081.wav,Đoạn cắt thứ 18 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_082,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_082.wav,Đoạn cắt thứ 19 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_083,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_083.wav,Đoạn cắt thứ 20 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_084,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_084.wav,Đoạn cắt thứ 21 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_085,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_085.wav,Đoạn cắt thứ 22 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_086,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_086.wav,Đoạn cắt thứ 23 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_087,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_087.wav,Đoạn cắt thứ 24 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_088,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_088.wav,Đoạn cắt thứ 25 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_089,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_089.wav,Đoạn cắt thứ 26 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_090,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_090.wav,Đoạn cắt thứ 27 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_091,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_091.wav,Đoạn cắt thứ 28 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_092,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_092.wav,Đoạn cắt thứ 29 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_093,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_093.wav,Đoạn cắt thứ 30 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_094,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_094.wav,Đoạn cắt thứ 31 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_095,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_095.wav,Đoạn cắt thứ 32 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_096,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_096.wav,Đoạn cắt thứ 33 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_097,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_097.wav,Đoạn cắt thứ 34 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_098,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_098.wav,Đoạn cắt thứ 35 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_099,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_099.wav,Đoạn cắt thứ 36 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_100,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_100.wav,Đoạn cắt thứ 37 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_101,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_101.wav,Đoạn cắt thứ 38 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_102,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_102.wav,Đoạn cắt thứ 39 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_103,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_103.wav,Đoạn cắt thứ 40 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_104,Tình Ca Xứ Huế - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,8.729251700680273,16,1,free,dataset_clean/dan_Tranh_104.wav,Đoạn cắt thứ 41 trên 41 đoạn của file gốc (3-10s)
dan_Tranh_105,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_105.wav,Đoạn cắt thứ 1 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_106,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_106.wav,Đoạn cắt thứ 2 trên 29 đoạn của file gốc (3-10s)
