audio_id,file_name,instrument_label,instrument_family,source_dataset,performing_style,sample_rate,duration,bit_depth,channels,license,path,notes
cello_064,cello_C3_phrase_mezzo-forte_arco-spiccato.mp3,cello,string,philharmonia,arco-spiccato,44100,7.193560090702948,16,1,free,cello_clean/cello_064.wav,"Nốt: C3, Cường độ: mezzo-forte"
cello_065,cello_C3_phrase_mezzo-forte_arco-spiccato.mp3,cello,string,philharmonia,arco-spiccato,44100,3.0,16,1,free,cello_clean/cello_065.wav,"Nốt: C3, Cường độ: mezzo-forte"
cello_066,cello_C3_phrase_mezzo-forte_arco-staccato.mp3,cello,string,philharmonia,arco-staccato,44100,7.866938775510204,16,1,free,cello_clean/cello_066.wav,"Nốt: C3, Cường độ: mezzo-forte"
cello_067,cello_C3_phrase_mezzo-forte_arco-staccato.mp3,cello,string,philharmonia,arco-staccato,44100,3.0,16,1,free,cello_clean/cello_067.wav,"Nốt: C3, Cường độ: mezzo-forte"
cello_068,cello_C4_phrase_cresc-decresc_arco-normal.mp3,cello,string,philharmonia,arco-normal,44100,8.730702947845804,16,1,free,cello_clean/cello_068.wav,"Nốt: C4, Cường độ: cresc-decresc"
cello_069,cello_C5_phrase_piano_arco-sul-tasto.mp3,cello,string,philharmonia,arco-sul-tasto,44100,10.0,16,1,free,cello_clean/cello_069.wav,"Nốt: C5, Cường độ: piano"
cello_070,cello_C5_phrase_piano_arco-sul-tasto.mp3,cello,string,philharmonia,arco-sul-tasto,44100,5.418049886621315,16,1,free,cello_clean/cello_070.wav,"Nốt: C5, Cường độ: piano"
cello_071,cello_D3_phrase_fortissimo_arco-au-talon.mp3,cello,string,philharmonia,arco-au-talon,44100,9.887074829931972,16,1,free,cello_clean/cello_071.wav,"Nốt: D3, Cường độ: fortissimo"
cello_072,cello_D3_phrase_fortissimo_arco-au-talon.mp3,cello,string,philharmonia,arco-au-talon,44100,3.0,16,1,free,cello_clean/cello_072.wav,"Nốt: D3, Cường độ: fortissimo"
cello_073,cello_D3_phrase_mezzo-forte_arco-detache.mp3,cello,string,philharmonia,arco-detache,44100,9.620045351473923,16,1,free,cello_clean/cello_073.wav,"Nốt: D3, Cường độ: mezzo-forte"
cello_074,cello_D3_phrase_mezzo-forte_arco-detache.mp3,cello,string,philharmonia,arco-detache,44100,3.0,16,1,free,cello_clean/cello_074.wav,"Nốt: D3, Cường độ: mezzo-forte"
cello_075,cello_D3_phrase_mezzo-forte_arco-legato.mp3,cello,string,philharmonia,arco-legato,44100,8.168798185941043,16,1,free,cello_clean/cello_075.wav,"Nốt: D3, Cường độ: mezzo-forte"
cello_076,cello_D3_phrase_mezzo-forte_arco-legato.mp3,cello,string,philharmonia,arco-legato,44100,3.0,16,1,free,cello_clean/cello_076.wav,"Nốt: D3, Cường độ: mezzo-forte"
cello_077,cello_D3_phrase_mezzo-forte_arco-spiccato.mp3,cello,string,philharmonia,arco-spiccato,44100,7.216780045351474,16,1,free,cello_clean/cello_077.wav,"Nốt: D3, Cường độ: mezzo-forte"
cello_078,cello_D3_phrase_mezzo-forte_arco-spiccato.mp3,cello,string,philharmonia,arco-spiccato,44100,3.0,16,1,free,cello_clean/cello_078.wav,"Nốt: D3, Cường độ: mezzo-forte"
cello_079,cello_D3_phrase_mezzo-forte_arco-staccato.mp3,cello,string,philharmonia,arco-staccato,44100,7.692789115646258,16,1,free,cello_clean/cello_079.wav,"Nốt: D3, Cường độ: mezzo-forte"
cello_080,cello_D3_phrase_mezzo-forte_arco-staccato.mp3,cello,string,philharmonia,arco-staccato,44100,3.0,16,1,free,cello_clean/cello_080.wav,"Nốt: D3, Cường độ: mezzo-forte"
cello_081,cello_D4_phrase_fortissimo_arco-tremolo.mp3,cello,string,philharmonia,arco-tremolo,44100,9.144036281179138,16,1,free,cello_clean/cello_081.wav,"Nốt: D4, Cường độ: fortissimo"
cello_082,cello_D4_phrase_fortissimo_arco-tremolo.mp3,cello,string,philharmonia,arco-tremolo,44100,3.0,16,1,free,cello_clean/cello_082.wav,"Nốt: D4, Cường độ: fortissimo"
cello_083,cello_D4_phrase_mezzo-forte_arco-detache.mp3,cello,string,philharmonia,arco-detache,44100,8.993106575963719,16,1,free,cello_clean/cello_083.wav,"Nốt: D4, Cường độ: mezzo-forte"
cello_084,cello_D4_phrase_mezzo-forte_arco-detache.mp3,cello,string,philharmonia,arco-detache,44100,3.0,16,1,free,cello_clean/cello_084.wav,"Nốt: D4, Cường độ: mezzo-forte"
cello_085,cello_D4_phrase_mezzo-forte_arco-legato.mp3,cello,string,philharmonia,arco-legato,44100,7.727619047619048,16,1,free,cello_clean/cello_085.wav,"Nốt: D4, Cường độ: mezzo-forte"
cello_086,cello_D4_phrase_mezzo-forte_arco-legato.mp3,cello,string,philharmonia,arco-legato,44100,3.0,16,1,free,cello_clean/cello_086.wav,"Nốt: D4, Cường độ: mezzo-forte"
cello_087,cello_D4_phrase_mezzo-forte_arco-spiccato.mp3,cello,string,philharmonia,arco-spiccato,44100,7.332879818594105,16,1,free,cello_clean/cello_087.wav,"Nốt: D4, Cường độ: mezzo-forte"
cello_088,cello_D4_phrase_mezzo-forte_arco-spiccato.mp3,cello,string,philharmonia,arco-spiccato,44100,3.0,16,1,free,cello_clean/cello_088.wav,"Nốt: D4, Cường độ: mezzo-forte"
cello_089,cello_D4_phrase_mezzo-forte_arco-staccato.mp3,cello,string,philharmonia,arco-staccato,44100,7.298049886621315,16,1,free,cello_clean/cello_089.wav,"Nốt: D4, Cường độ: mezzo-forte"
cello_090,cello_D4_phrase_mezzo-forte_arco-staccato.mp3,cello,string,philharmonia,arco-staccato,44100,3.0,16,1,free,cello_clean/cello_090.wav,"Nốt: D4, Cường độ: mezzo-forte"
cello_091,cello_E3_phrase_cresc-decresc_arco-normal.mp3,cello,string,philharmonia,arco-normal,44100,9.079002267573696,16,1,free,cello_clean/cello_091.wav,"Nốt: E3, Cường độ: cresc-decresc"
cello_092,cello_E4_phrase_mezzo-forte_arco-detache.mp3,cello,string,philharmonia,arco-detache,44100,8.93968253968254,16,1,free,cello_clean/cello_092.wav,"Nốt: E4, Cường độ: mezzo-forte"
cello_093,cello_E4_phrase_mezzo-forte_arco-legato.mp3,cello,string,philharmonia,arco-legato,44100,8.435827664399094,16,1,free,cello_clean/cello_093.wav,"Nốt: E4, Cường độ: mezzo-forte"
cello_094,cello_E4_phrase_mezzo-forte_arco-legato.mp3,cello,string,philharmonia,arco-legato,44100,3.0,16,1,free,cello_clean/cello_094.wav,"Nốt: E4, Cường độ: mezzo-forte"
cello_095,cello_E4_phrase_mezzo-forte_arco-spiccato.mp3,cello,string,philharmonia,arco-spiccato,44100,8.777142857142858,16,1,free,cello_clean/cello_095.wav,"Nốt: E4, Cường độ: mezzo-forte"
cello_096,cello_E4_phrase_mezzo-forte_arco-staccato.mp3,cello,string,philharmonia,arco-staccato,44100,7.263219954648526,16,1,free,cello_clean/cello_096.wav,"Nốt: E4, Cường độ: mezzo-forte"
cello_097,cello_E4_phrase_mezzo-forte_arco-staccato.mp3,cello,string,philharmonia,arco-staccato,44100,3.0,16,1,free,cello_clean/cello_097.wav,"Nốt: E4, Cường độ: mezzo-forte"
cello_098,cello_F2_phrase_fortissimo_arco-au-talon.mp3,cello,string,philharmonia,arco-au-talon,44100,10.0,16,1,free,cello_clean/cello_098.wav,"Nốt: F2, Cường độ: fortissimo"
cello_099,cello_F2_phrase_fortissimo_arco-au-talon.mp3,cello,string,philharmonia,arco-au-talon,44100,3.038004535147392,16,1,free,cello_clean/cello_099.wav,"Nốt: F2, Cường độ: fortissimo"
cello_100,cello_F2_phrase_mezzo-forte_arco-detache.mp3,cello,string,philharmonia,arco-detache,44100,10.0,16,1,free,cello_clean/cello_100.wav,"Nốt: F2, Cường độ: mezzo-forte"
cello_101,cello_F2_phrase_mezzo-forte_arco-detache.mp3,cello,string,philharmonia,arco-detache,44100,4.535691609977325,16,1,free,cello_clean/cello_101.wav,"Nốt: F2, Cường độ: mezzo-forte"
cello_102,cello_F2_phrase_mezzo-forte_arco-legato.mp3,cello,string,philharmonia,arco-legato,44100,9.202086167800454,16,1,free,cello_clean/cello_102.wav,"Nốt: F2, Cường độ: mezzo-forte"
cello_103,cello_F2_phrase_mezzo-forte_arco-legato.mp3,cello,string,philharmonia,arco-legato,44100,3.0,16,1,free,cello_clean/cello_103.wav,"Nốt: F2, Cường độ: mezzo-forte"
cello_104,cello_F2_phrase_mezzo-forte_arco-spiccato.mp3,cello,string,philharmonia,arco-spiccato,44100,8.528707482993198,16,1,free,cello_clean/cello_104.wav,"Nốt: F2, Cường độ: mezzo-forte"
cello_105,cello_F2_phrase_mezzo-forte_arco-spiccato.mp3,cello,string,philharmonia,arco-spiccato,44100,3.0,16,1,free,cello_clean/cello_105.wav,"Nốt: F2, Cường độ: mezzo-forte"
cello_106,cello_F2_phrase_mezzo-forte_arco-staccato.mp3,cello,string,philharmonia,arco-staccato,44100,7.785668934240363,16,1,free,cello_clean/cello_106.wav,"Nốt: F2, Cường độ: mezzo-forte"
cello_107,cello_F2_phrase_mezzo-forte_arco-staccato.mp3,cello,string,philharmonia,arco-staccato,44100,3.0,16,1,free,cello_clean/cello_107.wav,"Nốt: F2, Cường độ: mezzo-forte"
cello_108,cello_G2_phrase_fortissimo_arco-tremolo.mp3,cello,string,philharmonia,arco-tremolo,44100,9.329795918367347,16,1,free,cello_clean/cello_108.wav,"Nốt: G2, Cường độ: fortissimo"
cello_109,cello_G2_phrase_fortissimo_arco-tremolo.mp3,cello,string,philharmonia,arco-tremolo,44100,3.0,16,1,free,cello_clean/cello_109.wav,"Nốt: G2, Cường độ: fortissimo"
cello_110,cello_G2_phrase_mezzo-forte_arco-legato.mp3,cello,string,philharmonia,arco-legato,44100,9.248526077097505,16,1,free,cello_clean/cello_110.wav,"Nốt: G2, Cường độ: mezzo-forte"
cello_111,cello_G2_phrase_mezzo-forte_arco-legato.mp3,cello,string,philharmonia,arco-legato,44100,3.0,16,1,free,cello_clean/cello_111.wav,"Nốt: G2, Cường độ: mezzo-forte"
cello_112,cello_G2_phrase_mezzo-forte_arco-spiccato.mp3,cello,string,philharmonia,arco-spiccato,44100,9.787210884353742,16,1,free,cello_clean/cello_112.wav,"Nốt: G2, Cường độ: mezzo-forte"
cello_113,cello_G2_phrase_mezzo-forte_arco-staccato.mp3,cello,string,philharmonia,arco-staccato,44100,7.414149659863946,16,1,free,cello_clean/cello_113.wav,"Nốt: G2, Cường độ: mezzo-forte"
cello_114,cello_G2_phrase_mezzo-forte_arco-staccato.mp3,cello,string,philharmonia,arco-staccato,44100,3.0,16,1,free,cello_clean/cello_114.wav,"Nốt: G2, Cường độ: mezzo-forte"
cello_115,cello_G3_phrase_fortissimo_arco-tremolo.mp3,cello,string,philharmonia,arco-tremolo,44100,9.469115646258503,16,1,free,cello_clean/cello_115.wav,"Nốt: G3, Cường độ: fortissimo"
cello_116,cello_G3_phrase_fortissimo_arco-tremolo.mp3,cello,string,philharmonia,arco-tremolo,44100,3.0,16,1,free,cello_clean/cello_116.wav,"Nốt: G3, Cường độ: fortissimo"
cello_117,cello_G3_phrase_mezzo-forte_arco-detache.mp3,cello,string,philharmonia,arco-detache,44100,9.782585034013605,16,1,free,cello_clean/cello_117.wav,"Nốt: G3, Cường độ: mezzo-forte"
cello_118,cello_G3_phrase_mezzo-forte_arco-detache.mp3,cello,string,philharmonia,arco-detache,44100,3.0,16,1,free,cello_clean/cello_118.wav,"Nốt: G3, Cường độ: mezzo-forte"
cello_119,cello_G3_phrase_mezzo-forte_arco-legato.mp3,cello,string,philharmonia,arco-legato,44100,8.354557823129252,16,1,free,cello_clean/cello_119.wav,"Nốt: G3, Cường độ: mezzo-forte"
cello_120,cello_G3_phrase_mezzo-forte_arco-legato.mp3,cello,string,philharmonia,arco-legato,44100,3.0,16,1,free,cello_clean/cello_120.wav,"Nốt: G3, Cường độ: mezzo-forte"
cello_121,cello_G3_phrase_mezzo-forte_arco-spiccato.mp3,cello,string,philharmonia,arco-spiccato,44100,7.123900226757369,16,1,free,cello_clean/cello_121.wav,"Nốt: G3, Cường độ: mezzo-forte"
cello_122,cello_G3_phrase_mezzo-forte_arco-spiccato.mp3,cello,string,philharmonia,arco-spiccato,44100,3.0,16,1,free,cello_clean/cello_122.wav,"Nốt: G3, Cường độ: mezzo-forte"
cello_123,cello_G3_phrase_mezzo-forte_arco-staccato.mp3,cello,string,philharmonia,arco-staccato,44100,7.785668934240363,16,1,free,cello_clean/cello_123.wav,"Nốt: G3, Cường độ: mezzo-forte"
cello_124,cello_G3_phrase_mezzo-forte_arco-staccato.mp3,cello,string,philharmonia,arco-staccato,44100,3.0,16,1,free,cello_clean/cello_124.wav,"Nốt: G3, Cường độ: mezzo-forte"
